"T0","Tm","qd","sigma","n.qd","tau"
8.77561882292175,37.465876522386,-0.138615527610122,32.4765816410392,-0.138615527610122,0.0307914179839773
9.23310269048408,37.9146614538055,-0.116067990441131,41.6617444761808,-0.116067990441131,0.0240028355166867
8.54130589497737,37.9586367110511,-0.139326627810149,38.9056433670976,-0.139326627810149,0.0257032120138565
9.04931660173535,38.2748029064883,-0.143492029613458,41.6289313328646,-0.143492029613458,0.0240217552548733
9.87159425319215,39.2324964777312,-0.137309263142079,63.3541044620318,-0.137309263142079,0.0157842969842514
8.96048040070532,36.8405292256621,-0.152460760076262,46.0347093673499,-0.152460760076262,0.0217227395098805
8.7228638316,37.591586807905,-0.144172657301933,30.8011311042525,-0.144172657301933,0.0324663401683303
8.3140622936557,36.9547796381354,-0.142758789255173,30.3875654067742,-0.142758789255173,0.032908197370003
9.13064697483002,36.4700590663566,-0.173117368631494,31.1567104607429,-0.173117368631494,0.0320958145199568
9.50920216481325,37.6271742788863,-0.139174650232823,27.5227154305006,-0.139174650232823,0.0363336242212425
8.21169799119475,37.2632795191028,-0.137289877179654,29.9780652694341,-0.137289877179654,0.0333577230889416
8.54357044318809,37.5435570302894,-0.133313349298976,37.8877651174817,-0.133313349298976,0.026393744706219
8.9182933824658,38.2190296133796,-0.137589572774565,29.2781645044791,-0.137589572774565,0.0341551465716718
8.67575626723804,36.4507318893547,-0.152943695263794,59.4201730259679,-0.152943695263794,0.016829301381586
9.52773748576283,37.3404378789053,-0.148547350759068,31.4726404382319,-0.148547350759068,0.0317736289702987
9.10453517100087,38.4331051168164,-0.140767722053516,41.7705257050472,-0.140767722053516,0.0239403259384683
9.56944357733738,37.7056645430912,-0.145282519380457,50.4311057784608,-0.145282519380457,0.0198290317962273
11.1380685251583,38.0010954482158,-0.16826473637705,57.8885837785116,-0.16826473637705,0.0172745632165768
9.72305474216991,37.3330765833817,-0.16012746914102,56.5170824166189,-0.16012746914102,0.0176937654464971
11.1059733361521,36.4494899634739,-0.193857904097296,42.4995559886243,-0.193857904097296,0.0235296575867208
12.7644838717224,37.5221026956646,-0.196259799811487,71.1186842560619,-0.196259799811487,0.0140610025404789
12.8017149345225,37.0929411938997,-0.232384946233681,63.9363232749613,-0.232384946233681,0.0156405615584032
13.2193686834912,35.1354699671332,-0.265115462311326,33.7935988616697,-0.265115462311326,0.0295914029190377
12.2080324979083,36.4605914756355,-0.214180505745823,59.2691251049068,-0.214180505745823,0.0168721910139553
10.2178852289848,36.5246116531233,-0.186464877098077,38.7824410566651,-0.186464877098077,0.0257848648190788
9.34156465363564,36.884679876611,-0.144991394682708,37.1414933573238,-0.144991394682708,0.0269240655021431
8.24259563003767,38.0794035762335,-0.127124787083578,30.571671575174,-0.127124787083578,0.0327100203710176
9.90702100445104,38.6535891568012,-0.132798464128607,39.1491827077882,-0.132798464128607,0.0255433174036878
9.51961918470496,37.3186071875882,-0.147815866588131,41.3433343035247,-0.147815866588131,0.024187695957429
8.58214713469089,37.7539418555363,-0.14246367309129,23.2043622122028,-0.14246367309129,0.0430953452137598
9.18395674462448,38.5268290250742,-0.140587297853496,33.9935548608894,-0.140587297853496,0.0294173411428215
9.30298787631582,36.3821649104612,-0.16259847191819,47.8547263734035,-0.16259847191819,0.0208965775333693
8.89154922056361,37.9087001177729,-0.144090164849322,29.4487939286795,-0.144090164849322,0.0339572480428859
8.17759707393941,37.9960158240146,-0.138364891153894,23.4669330739362,-0.138364891153894,0.0426131525943056
9.64871046400109,38.1760134796649,-0.142644936647854,71.9067603722066,-0.142644936647854,0.0139068982502307
9.6787132380615,37.4324010769989,-0.165602098646711,69.9614483113214,-0.165602098646711,0.014293586312709
