"T0","Tm","c","sigma","tau"
9.18975543945145,38.0118616827984,0.000173940326075349,0.0119425923495027,83.7339139388478
9.94438038317461,38.3904583710184,0.000186965059106529,0.00970403550665433,103.049911484173
10.084389318617,39.603884832666,0.000180375164942935,0.00931677765489458,107.333247292281
9.30436816293238,38.582120445166,0.000171519241714292,0.0105785949585308,94.5305122202051
9.22561754287837,38.9257370644561,0.000168214493428869,0.00948828184975539,105.393159249984
10.1397604255889,38.0175535239286,0.000178724553429776,0.0115016163127924,86.944301809805
9.28400572766876,38.5657185833737,0.000172174732840019,0.0108779623009495,91.9289819484584
8.25612490221214,38.8364710229701,0.000162868697200976,0.00852708415109467,117.273382352117
8.2008394583695,39.823436207484,0.000159258224192089,0.0101622420687749,98.403481557742
6.97997240103439,39.0905213902228,0.000156855670595752,0.012800152052548,78.1240719559218
6.11610257902744,38.790146805295,0.000150755655038997,0.0109430836741372,91.3819202866366
6.63831636691582,39.3389157939045,0.000147974981344216,0.0114785542252933,87.1189855771623
7.05794765525722,38.196194366377,0.000153384911022193,0.0112713583817608,88.720451087616
9.37564837237568,38.5886625210115,0.000177085611102475,0.00888246403578031,112.581373363495
8.15217109079937,39.9482632343139,0.000154552600613058,0.00813674079139006,122.899331026762
8.73565602201394,38.1998436702938,0.000171802524683529,0.0109265383726922,91.5202936091101
9.96222161539911,38.481082577465,0.000178864894238721,0.0123814542776076,80.7659566944846
10.6678368204063,39.3385254929743,0.00018559058392421,0.0119851815390394,83.4363665450283
7.88894466502916,38.6738244787321,0.000165950634963812,0.00870463621652805,114.881308664139
8.14597663611848,38.5885747129588,0.000165421136792197,0.00969706528418475,103.123983462392
6.89936750869575,38.4637692459684,0.000150266117480913,0.0100450848284894,99.5511752338664
7.29774076936345,37.7623843421255,0.000153996758096941,0.0111210909584778,89.9192357776452
7.35301355769059,38.4798310310453,0.00015242824390297,0.00910638582940778,109.813049736004
8.60497620325529,37.4627960377883,0.000183055593583058,0.012196004189713,81.9940682574929
10.9231337853733,37.5290520406999,0.00020322623724798,0.0103161930319218,96.934983370868
12.2939816581454,37.2450528515707,0.000221260211116744,0.00987656658657511,101.249760352881
11.2059083044754,37.694763949117,0.000208220026819221,0.00757729521395211,131.973213628881
11.4156877607767,37.1911842353335,0.000212769086205715,0.0115093747550112,86.8856928622119
11.5216310157538,39.5603948555055,0.000182636520034072,0.0111140418110653,89.9762675901025
10.1375005712542,38.5216246210733,0.0001948926154056,0.0100964615470713,99.0446004610464
11.1261097942185,37.9162023593795,0.000201688124498291,0.00993137598621198,100.690981933252
10.5206268605213,38.2827636721274,0.000190507865668824,0.0101633345450939,98.3929039788155
9.63632821504922,37.378801928204,0.000190123471887403,0.0121612123279973,82.2286440717612
12.0651787108777,36.5997340485942,0.000235213417203541,0.0118112144904917,84.6652984589368
12.1255550512045,37.7990614463702,0.000224336678159083,0.0114282959540804,87.5021091524109
12.4329145676429,37.0344811168708,0.00024413567014218,0.00938385272219523,106.566037384063
13.975153180318,39.4651103505285,0.000226598987817164,0.0110686235430919,90.3454703384613
12.1550489734886,38.3169318441193,0.000212107622480819,0.0114796511006078,87.1106613986772
10.3553910911524,37.4440507022146,0.000198584988203852,0.0103383496320543,96.7272374789371
10.8143171576868,38.5718404936066,0.000187617273950143,0.0105336910766082,94.9334846377507
9.3648839027048,38.2689976233366,0.000182516540424615,0.00923736663909659,108.255960715856
9.44330333734171,38.7990721582422,0.000173715635822023,0.0105911321810432,94.4186119959745
10.3167637316828,38.6846571406202,0.000178781980679012,0.0121732397668155,82.1474002940465
10.7729156668225,39.2145430587038,0.000178319726897298,0.0102580294100449,97.4846103502859
7.01170391059453,38.0041880046066,0.00016950661527864,0.0116353777929835,85.9447813205542
9.4345690385354,37.6067965281726,0.00018966014743625,0.0112170102960946,89.1503148881091
10.7849809999582,38.0658040359419,0.000198584397556124,0.0121074872573809,82.5935207481125
11.37838033238,37.4796245530664,0.000216129441719804,0.0116725390925234,85.6711630668713
10.9056434501893,37.1681250582626,0.000214001198181626,0.0115036109567604,86.9292262889265
9.88085017492833,37.6282807526399,0.000190774449817333,0.0107265327088959,93.2267702097865
9.90783230329306,38.0744010444694,0.000185730802964543,0.00995878808414269,100.41382460907
9.41900232607555,38.140719291733,0.000184964310983381,0.0107280280613246,93.2137755684179
8.12829235732697,37.5932307036908,0.000177781429337642,0.0110914742002638,90.1593405839787
5.15858087378273,38.1222965636466,0.000148649496502027,0.0118362364812377,84.4863146816272
4.73247364464042,41.3641427241041,0.000120719334320893,0.0115948749747077,86.2450006732575
8.61701311064847,39.8050913493791,0.000152546985518113,0.0108121604735689,92.4884533895489
7.73415877079073,42.1007126173763,0.000137169190317128,0.0109342603105882,91.4556606112305
6.79937256117548,39.7230151332659,0.000144791459548912,0.0107549300212369,92.9806142880877
7.14548975363024,39.7685922511778,0.000143266469805275,0.0102208397304986,97.839319113481
5.38649835008268,38.4989676351348,0.000140006923947297,0.0106041276494147,94.3029010080989
6.24307404125331,38.3461647855727,0.000153322369706927,0.010393259579503,96.2162055465394
7.12471340043535,38.244401161458,0.000164528789332791,0.0126068973174398,79.3216582018678
7.26789280707767,38.9069147741899,0.000156481254498948,0.0103351777528994,96.7569231907467
6.06963653293005,39.2590328593199,0.000144703018875112,0.00962834555841646,103.860003147256
5.47449031839622,39.0675397309156,0.000138124185021484,0.0122374468843918,81.716391453796
3.55437620282417,38.2235403467501,0.000129618615705228,0.0108980063297036,91.7599026598474
3.35743993655208,38.7816155048328,0.000132350336494047,0.0107576161247803,92.9573976614099
