"T0","Tm","qd","sigma","tau"
23.8393694728484,36.897634141238,-0.00534658505086218,0.0038207545745629,261.728404817627
23.0724528083102,36.8423691262909,-0.0052671985101131,0.00123809232018878,807.694211242278
23.187517159403,38.5030863872467,-0.00312021328713277,0.00160024916070126,624.902686755218
22.3976056113705,37.7242622615132,-0.00399331187660846,0.00169827395767442,588.833147609105
23.2466681999358,38.6011577503753,-0.00320292943672134,0.00111729955315945,895.015125686076
22.6779728627026,37.2644982195519,-0.00387331434685184,0.00147461349350815,678.143801343475
22.2818590806928,37.5813967070434,-0.00351542193531668,0.003850922597996,259.678031576224
21.7705432897959,38.0159804880178,-0.00327678056885413,0.00209727289691749,476.80967101123
22.7067485257389,37.5978524025338,-0.00357263793050928,0.00149181137655005,670.326031641207
23.0716930027861,38.8030641275969,-0.00363764697612892,0.00188379769516666,530.842564764646
23.4584730771853,38.8303904246977,-0.00318331578235248,0.00159439678174999,627.196449118776
22.4279815533392,38.8957690183624,-0.00267018899210351,0.00115862449270529,863.092405085518
21.8785600433662,38.5124498429007,-0.00246027395534302,0.00217784834421494,459.168795043198
23.3142197436789,38.9017935167874,-0.00324225355409591,0.00208822890099928,478.874705508323
23.6597054487954,37.1516130318995,-0.00536904836835932,0.00159276582386939,627.83868476701
23.4953441108696,36.9821644735985,-0.00568474161210091,0.00234832073426364,425.836209427998
23.4141618794175,37.1709474099614,-0.00498520557209698,0.00118775057058396,841.927610700574
23.5878369712441,36.8813691476817,-0.00523734745090378,0.00135397351365655,738.566884738679
23.2874310167648,37.1604425264146,-0.00544164886023269,0.00523347845941473,191.07750375872
23.8626602960976,37.5954229526387,-0.00496072506436479,0.00129067114197901,774.790701887609
23.4951356783874,38.940627370406,-0.00379224503691538,0.0042626003751156,234.598581147284
22.9404614497498,38.5080944930383,-0.00334792200406986,0.00226667641718702,441.174572787507
22.1547843713658,39.1747308105349,-0.00238459453908923,0.0015071423527827,663.507331045176
22.301477993671,38.7571036935369,-0.00295487823364855,0.000858634939204279,1164.6393063468
23.0005514284912,38.3383640281714,-0.00299885466229813,0.00219243447189291,456.113974132426
23.3514018811352,38.5254511212958,-0.00373260209711938,0.00107933589985386,926.495635080234
22.5885875305097,39.4030900805111,-0.00265546768579218,0.00156221627011732,640.116236867065
22.3128587672722,37.7294271401786,-0.00317911403319691,0.00341923110573206,292.463413287151
22.8769185818712,38.8615189715527,-0.00373437753932113,0.00257438130397053,388.442845843262
23.6053858340108,38.4006030551989,-0.00389550810358367,0.00203375069884004,491.70235101596
23.4750419567189,38.5324276449992,-0.00386688020618921,0.0023850592931437,419.276788159811
22.4265998600485,39.0451247091084,-0.00300470737113091,0.00197148596724471,507.231609361933
22.8605701915616,38.5595908308109,-0.00357402873395579,0.0010082708762295,991.796970016204
23.595040890948,38.7601897646934,-0.00332372951942317,0.00120229665307958,831.741481970014
22.4266837879983,37.6442740005789,-0.00377363459584257,0.00159595163967751,626.585402175513
20.5948050314902,39.3737793796756,-0.00232893297785912,0.00312273741446358,320.231856629476
21.5160064021337,39.5320532327043,-0.00246991045257177,0.00204136437553378,489.868448761636
21.3981669617591,37.2580904022687,-0.00344005322267311,0.00182475015092545,548.020231423374
23.769432777855,38.0104406218881,-0.00395461760061445,0.00313663929518249,318.812558886156
23.5859109629599,39.1966305241344,-0.00333683983181539,0.0012116036428016,825.3524211001
22.8498108472685,37.4428334465674,-0.00447967572092831,0.00150779164126045,663.221610091991
23.4741719185294,36.984262147964,-0.0058082295923286,0.00172169853978494,580.821773900621
23.1377205780669,37.3199410840511,-0.00416751127688201,0.00170035702731796,588.111781193001
22.1653831593965,38.8858778956889,-0.0027752058064352,0.00165998685644088,602.414408355053
22.5244943605216,38.7261215439533,-0.00342518043538956,0.00166994933021066,598.820564138825
22.1710677244657,39.6504953634414,-0.00219703523345501,0.00533741793396162,187.356510652289
20.8900121560576,38.8113778862434,-0.00240395790816119,0.00176365477483895,567.004390125792
21.7139934270546,38.6934988763034,-0.00289445524796576,0.000836549652702316,1195.3863070407
21.8755219590051,38.420297830812,-0.00310290826152749,0.00137751942064086,725.942578388313
22.9966591191693,39.0440571253475,-0.00319583744107813,0.00138896438099086,719.960867021385
23.1369146155926,38.2638455197495,-0.00290877128300469,0.0019877376477372,503.084499676493
21.5836871312216,38.6371865238479,-0.00276680461608485,0.00120153446973893,832.269090222007
22.9624711166549,38.8729735368646,-0.00349873073687984,0.00134570346342025,743.10576377532
23.0845102427591,37.5808671553459,-0.00416940773182661,0.00120658018936622,828.788677962027
23.4341939403304,37.0902061542144,-0.00494484227226143,0.0035138890062408,284.584970732986
23.2443629444223,38.2990327996983,-0.0047236852829423,0.00234996656261376,425.537969735087
23.5156600628031,38.4236493015794,-0.003669722873728,0.00117071151930171,854.181396110688
22.9533487545197,38.6061291364425,-0.00311508631940157,0.000946811602656876,1056.17632609684
22.2850341997829,37.6893045285245,-0.00361928579674099,0.00138701182506996,720.974386753741
23.9001972220577,38.2742711638537,-0.00402240948129285,0.0039910871914613,250.558294526725
23.4536991797125,39.0116141722015,-0.00391268752230568,0.00187327412289603,533.824701776175
23.0942793339693,37.2900516407066,-0.00456110939790013,0.00236881197528648,422.152543314065
21.7760080444676,37.9007593465707,-0.00309662451291137,0.00219512499456367,455.554923968588
22.7260085091304,38.4939395933583,-0.00363557849852429,0.000938717543918293,1065.28316902005
22.8501158824308,38.5442758557097,-0.00340026579085231,0.00136782833904912,731.085891008207
23.090494210934,38.0705289955165,-0.00394744162778858,0.000895245646957482,1117.01185411907
22.1342225453523,38.2115482751029,-0.00303670808515757,0.00160764321022934,622.028565565456
22.1385602413384,38.0014188875285,-0.00305473597084009,0.00162875247200403,613.966834855878
22.5549226722692,38.6598335378681,-0.00277913891567128,0.00472116044670017,211.812331160858
22.5833228620794,37.8170668865854,-0.00385266698631208,0.00098146201282797,1018.88813517969
22.933516412399,37.3060607969975,-0.00445180087685937,0.00157296476858329,635.742147550237
23.2225641236746,37.6009650478569,-0.00453510400796165,0.0017610705549614,567.836420399361
22.3384804643855,37.0032691154081,-0.00454825391148033,0.00178076409019299,561.556696649035
23.3944888525583,37.9466010597907,-0.00452974427627657,0.00147976794680684,675.781633301276
23.4383729037797,38.6832725199785,-0.00414969839456036,0.00201376549032183,496.582151599084
23.4347414934129,37.8570616123038,-0.00391876012750711,0.000901022386220937,1109.85033811889
22.6870906177598,38.0694551354794,-0.00355747291387247,0.00135945579735758,735.588462636102
23.2583402639347,39.2726978640242,-0.00314060704900834,0.00124427592502981,803.680260852145
22.4589528320826,38.5994252791963,-0.00307065895546541,0.00216467058836278,461.964053734538
21.7531058643168,39.6018870764909,-0.00265266232149511,0.000814117310998976,1228.32420646225
21.731176765275,38.8391860499287,-0.00246260800171408,0.00259594251887199,385.216541864929
22.6959962031353,38.6829708276911,-0.00328247852361509,0.00135520983647011,737.893109309683
23.8587657780817,36.7481640258299,-0.00654602184510051,0.00207337868351959,482.304563053811
23.6650597147989,36.6958813323513,-0.00520302537168536,0.001831584763951,545.975277629441
23.4499825845358,38.5632849747092,-0.00363649084464007,0.00197505213285826,506.315749019149
23.5983880134234,39.2304172469308,-0.00330835118600464,0.00174141071357541,574.247070036011
23.9588177293129,38.1876377643145,-0.0036502033679125,0.00306794574190844,325.951005697364
23.1269902614435,37.2161604993726,-0.00491899571270714,0.00254031358459328,393.652187692452
22.6228639135847,38.4518341860144,-0.00337269142624534,0.00404303890017504,247.338703557046
22.5919046498207,37.541419114529,-0.00334350216888452,0.00330333818358193,302.72407619969
23.7139541774489,37.4093492225156,-0.00471529641508036,0.00105683581579614,946.220770580791
23.4974349478367,38.3124058167582,-0.00399523152589787,0.00178096760771,561.492525563571
22.9417736647662,37.4133677484961,-0.00388454081515658,0.00154085756801766,648.989251671402
23.4394856074084,36.9186071714562,-0.00465406700453014,0.00148295090137616,674.331158956115
22.8764315030239,37.2621576915216,-0.00449577292643762,0.00112446839485253,889.309121161331
23.6512354675475,39.0486807698463,-0.0034599560991762,0.0016936156810773,590.452728545773
23.1488596414978,38.6050170878062,-0.00323922102833596,0.000877794395475183,1139.21893914424
22.1326015112381,37.2207609294329,-0.00341933424876634,0.00278152902767224,359.514493665689
23.2504893557071,38.8791954248258,-0.00306219256221851,0.00202032660161365,494.969476321943
22.5274635378,38.5219335411568,-0.00336954782969774,0.00264367571260037,378.261219874196
22.2143126508949,37.5728045368347,-0.0040612082333432,0.00583633659397684,171.340357756612
23.2389859038222,38.3260587831621,-0.00353921059831611,0.00107277476366308,932.162121884203
23.3838468396876,39.4000534956065,-0.00353633254551735,0.00227368082306595,439.815470076203
22.3752196847264,37.6625096321217,-0.00349362936621592,0.00178322265790081,560.782466266544
22.992362845681,38.2199120366416,-0.00387663455104655,0.0014675794476785,681.394115720177
21.9891569721906,38.5927765312586,-0.00282275733288387,0.00225956178819492,442.56368877563
22.8647885189198,38.0811001934467,-0.00381183584466719,0.000803908968665257,1243.92193516676
22.8560518179687,37.4119315762372,-0.00337552166943331,0.00386553248298801,258.696571404054
22.455062402383,38.9924861843478,-0.0027367157792072,0.00232079026525028,430.887708800416
22.1965506283752,38.9415913423105,-0.00287749714217992,0.00221713477849261,451.032571271957
23.0261837635729,39.2162451903617,-0.00254367206215222,0.00242279687535192,412.746115934604
22.5914125789785,37.6781273720461,-0.00355345967763256,0.000952245661836307,1050.14917901711
23.3830538525832,39.0434364054814,-0.00322716090768027,0.00157039066809291,636.784222116145
23.2228660478839,37.7744961381042,-0.00356673292711404,0.000949561331703877,1053.11786254566
23.8757953539987,39.0543261879583,-0.00313858847538709,0.0011422458017713,875.468308528064
22.1321078471129,38.4999196937681,-0.00289778729118992,0.00202831107835435,493.021021613381
23.0117276891091,39.47938058572,-0.00270716538246101,0.00133380614976099,749.734135038433
21.0888768034788,39.9450718618911,-0.00217782103050851,0.00202310228023373,494.290382532942
22.9129722258651,38.2914947326026,-0.00326646188102912,0.00309617802909497,322.978843788354
22.5160914346939,39.3534974993667,-0.00257597111979551,0.00112580651131255,888.252101894598
23.0617053016041,39.3502359254865,-0.00302434535807254,0.00105953524315687,943.810039787365
23.2515103091637,40.3069335271399,-0.00268783640057278,0.00163665973745695,611.00055015333
22.050703397997,38.5817108340958,-0.00284822013195867,0.00235258302835077,425.064700352373
23.2744486085133,40.4584835867062,-0.00242913336005361,0.00214798794896152,465.551960141799
21.4171087859966,39.3564551401436,-0.00201294350655264,0.00213788002015089,467.753096794189
20.355654989045,38.9964706261053,-0.00164357487670574,0.00265415801331487,376.767319422352
20.5791706849847,42.620820419969,-0.0013558379018918,0.00440222551413181,227.15783114469
19.7089682838848,42.1864856540583,-0.00125058463869318,0.00210884945733792,474.192217239791
21.3692334137611,40.5949291844351,-0.00171065632060279,0.00198370792200344,504.106470971822
21.8351119271027,39.7409184484907,-0.00218984975044491,0.00341265727692349,293.026787882286
22.3952402159211,40.8322888465072,-0.00223280531317897,0.00304950198578521,327.922396726203
21.7154562443685,39.9368143781919,-0.00207163879539344,0.00138918026718505,719.848981173867
22.567447053164,40.1618592109189,-0.00240384142659949,0.00153844747121884,650.005943464384
23.3754836733668,38.7813922477571,-0.00315081954250541,0.00267967085835184,373.18016012424
22.8683659650346,39.096519186057,-0.00289234449974114,0.00355208801166636,281.524555899413
22.8253083448178,38.9038870616672,-0.00345132945645781,0.000956971775574699,1044.96289809536
22.4655487818071,37.826621642508,-0.00364365129498756,0.0024925469591905,401.196052219922
23.0287124738129,37.6873175064344,-0.00436113906607034,0.00128634684478777,777.395306757244
23.8453868110419,37.523488285307,-0.0044021227290747,0.00126894857447139,788.054000073699
23.9371629153006,37.1338597809338,-0.00448635409267266,0.00176912707156382,565.250521612362
22.5867788355366,38.2091179424226,-0.00341569574662447,0.00144424530802555,692.403149550209
22.7973674338852,36.3423928605359,-0.00537155786873232,0.00362122145815649,276.149915589279
23.8790251973576,36.7431117533538,-0.00548291019360351,0.0023185627420097,431.30167749233
23.2771050179961,36.9421549765662,-0.00585579709003475,0.00430148964028829,232.477602789944
22.7270288733863,37.5656745845344,-0.00344720441675244,0.00207407070732049,482.143639785507
23.2613333983982,37.705840607958,-0.00453291540197196,0.00170439748590156,586.717598607017
23.9771836040843,37.5369277155909,-0.00444455347353603,0.00118455303806657,844.200274588125
22.6719372081124,38.7320339372773,-0.00357211827278073,0.00335071257692337,298.443980807868
21.9364891975827,38.837939753761,-0.00259217293674209,0.00498320431535346,200.674091752361
22.3668509304294,39.4173739307847,-0.0027927466743799,0.00149641186885073,668.26521549045
23.3307580413992,38.765450130403,-0.00363015138684009,0.00120319290325764,831.121923419347
23.5247273792168,37.8573582615804,-0.00378856912289183,0.00250063215064187,399.898881466159
22.20903056134,37.1195782388577,-0.00370001849751896,0.00296286580882845,337.511066826011
23.645337218525,36.3911609411503,-0.00593579161942226,0.00195466937445354,511.595471372016
22.9757482904204,36.6027957994352,-0.00599287665888546,0.00162569674075616,615.120873979774
23.3490804261684,37.9139719929771,-0.00390999393006096,0.00196411462302481,509.135255283606
23.0750919541005,37.0872174591587,-0.00440752039851935,0.00290990948912047,343.653300468206
22.7432408256201,37.4208353588488,-0.00365354852790314,0.00265885960460843,376.101091711185
22.54153213459,38.2584220013264,-0.00385194809509331,0.00109540504170398,912.90432481891
22.0446371339854,38.7471490740799,-0.00312960643583895,0.000973397420097385,1027.32961825598
21.8890685577546,38.5519412980447,-0.00313771730591373,0.000947178152190255,1055.76759523813
22.3972323012258,38.5492931064386,-0.00328328929946497,0.00132820649470868,752.894978291256
23.4621478842692,38.2921000308429,-0.00402153068432633,0.00157484923914255,634.98141609064
23.7253997463466,37.1537548201456,-0.00527302248400101,0.00288492911766399,346.628967026313
23.1316664797099,36.5530588181063,-0.00526267606627707,0.00233499532403831,428.266382251477
23.5183271602542,36.3258092848551,-0.00610112475619787,0.00165623185459546,603.780199750024
23.8059881514575,36.7893402765424,-0.00633813200842859,0.00226088277355974,442.305108294275
23.0288168885656,37.1206120299787,-0.00379446097054606,0.00157727113933184,634.006401983376
23.112678967249,37.1289644879053,-0.00447351351199313,0.00183775851484621,544.141132755781
23.2200443252464,36.5250979732742,-0.00543760640464278,0.00190251768684555,525.619292222212
23.5894499275749,36.8153156877138,-0.00566269791425436,0.0011277600553394,886.71344162748
23.5285473983435,37.3738618368394,-0.00521989034563862,0.001584816236256,630.987982784945
23.6421992062666,37.965406107524,-0.00384146590122419,0.00143752115797168,695.641935045314
21.8622719498684,39.3598240056684,-0.00224545478216996,0.00136157888377941,734.441472259211
22.0351793049211,39.8444992196332,-0.00229383218676323,0.00137635478254752,726.556853421968
19.3744654347266,39.5729968706051,-0.00188342079135786,0.0018541698958747,539.32490341089
21.6334729312489,39.7926526019191,-0.00231015021625777,0.00128105092833417,780.6090904601
23.4070467292426,40.7194660264151,-0.00233011570709737,0.00131072343077685,762.937456155274
21.7050833575365,39.4734271037846,-0.00227687162864227,0.00339237237455252,294.778959851631
23.1859325641341,38.4335640334584,-0.00368423740211283,0.00172476755511945,579.788271777145
23.1048734438068,38.9459326295437,-0.00336070689542622,0.00262949580313331,380.301044332681
