"T0","Tm","qd","sigma","n.qd","tau"
10.1696771333976,38.2990968777529,-0.00463936400320018,0.0525948742627567,-0.00463936400320018,19.0132596382708
9.47576325303689,38.9869704313638,-0.00379805319244952,0.0277951011971161,-0.00379805319244952,35.9775628413166
8.3354552062542,38.4289531006195,-0.00378468110771649,0.0340750456490564,-0.00378468110771649,29.346989298243
9.55960642165588,38.9299352014904,-0.00374062506605264,0.0252137656087849,-0.00374062506605264,39.6608747584923
8.62181364856977,38.0408803560664,-0.00404456749882627,0.0290669306772626,-0.00404456749882627,34.4033572413699
10.8005312322941,38.6625056905532,-0.00459580946928397,0.0305047740553569,-0.00459580946928397,32.7817540357881
9.19690515478183,39.0367745441985,-0.00411370275765406,0.0401624522875866,-0.00411370275765406,24.8988780077326
8.63978214174416,38.2320086708197,-0.00385652995634514,0.0294235065271731,-0.00385652995634514,33.9864318712823
9.72412422649544,39.5526570619564,-0.00359390903498816,0.0275091136545551,-0.00359390903498816,36.3515892426587
8.80409960525647,41.0711788141349,-0.00321843115957442,0.035814944319137,-0.00321843115957442,27.9213054497385
7.09883658318618,39.8328924160965,-0.00298132941882924,0.0452752746155072,-0.00298132941882924,22.0871106468671
7.42683285726728,39.3888639683086,-0.00310900021183801,0.0479214055927384,-0.00310900021183801,20.8675014355491
11.0459461190059,40.7087059646673,-0.00325558745289824,0.0431761798697512,-0.00325558745289824,23.1609188913119
7.91189403133269,38.7680053461369,-0.00350275684519683,0.0409716119233499,-0.00350275684519683,24.4071432159127
8.64472430275611,38.9214347734398,-0.00348303450850383,0.0299853078611324,-0.00348303450850383,33.3496659307681
7.77424963013475,39.3799118050535,-0.00357383556340327,0.0579862518257446,-0.00357383556340327,17.2454671325389
8.95060339668112,40.262600432033,-0.00321625914097955,0.0238050681761837,-0.00321625914097955,42.0078612083317
9.40519925237936,41.0408783282595,-0.00329183310497905,0.0236252905346651,-0.00329183310497905,42.3275217941854
8.88228854478531,38.5872926958476,-0.00367484984393437,0.0244144448454471,-0.00367484984393437,40.9593585408306
9.11645392056672,38.1127737413583,-0.00375702378734817,0.0347904930583661,-0.00375702378734817,28.7434845583348
9.36424235721837,40.1031788198454,-0.00351342476110286,0.055694846677749,-0.00351342476110286,17.9549825459797
8.28170092507138,40.884213602138,-0.00287907646385353,0.0297674610716277,-0.00287907646385353,33.5937283194478
8.89940254726079,39.3405429216311,-0.00348947247192065,0.0280101972008144,-0.00348947247192065,35.7012838157
8.3723674297409,38.4770451556607,-0.00360887249024834,0.0390393155217112,-0.00360887249024834,25.6152032031367
