"","T0","Tmax","q","sigma"
"1",8.66070831118575,40.454880169658,0.00189041878813006,0.0432675242931049
"2",6.6880136653334,41.3345455673579,0.00173384287672397,0.0482203828027451
"3",7.38731327765789,40.3287519747862,0.00171299948194704,0.135432302411351
"4",9.09083246231438,43.8199153002409,0.00170564741800686,0.148119147994607
"5",6.20627539205076,42.9584283775331,0.00140130190533087,0.126537034203259
"6",7.21909672156355,43.4885203674994,0.00137574642151185,0.0359697473392052
"7",8.31857926569966,45.1605106793715,0.00134795363582529,0.0333155879459844
"8",6.83772408635172,43.3861730544657,0.00138068424960014,0.0087125734615427
"9",7.06981597357496,42.6136590519264,0.00145469126912944,0.00539119647480372
"10",6.90749826381565,42.946949695538,0.00140208223107392,0.014095511997363
"11",4.74727168121833,44.6090245664468,0.00121804276018405,0.149944420875004
"12",5.38257163829175,46.2751282225919,0.00176987619397797,0.437017427011778
"13",6.03347746582649,41.8846300356096,0.00158723351209819,0.0319487349907416
"14",3.06184187695494,41.1438756059141,0.00135463470686908,0.0694987021595688
"15",6.83711860277616,42.723714830774,0.00133478959881232,0.0351088968717342
"16",5.43466397142168,39.1715197974633,0.00157845652854878,0.0895882670920446
"17",7.41999323693132,41.4762920157454,0.00160630279873539,0.00613522042873024
"18",6.70711751368468,43.1048508297318,0.00134408065670925,0.0230839036119419
"19",6.31593727185063,41.585182521812,0.00149313578404502,0.021090537597456
"20",7.17032391588906,41.0063958074034,0.00169390314406316,0.05297418029191
"21",7.30237894821837,39.9467297779576,0.00188056207810661,0.0372913971158976
"22",6.88560580005807,42.1808153653823,0.0014626081248119,0.0169659186216505
"23",6.80764521653761,43.7972106243074,0.00132953262600051,0.0762374373186685
"24",7.78574674828638,41.5061442306012,0.00166061185848329,0.0168173519731614
"25",6.26262367654678,43.7466510818851,0.00117944049879892,0.0251842536547132
"26",2.56821066845269,44.3389146641308,0.000947585869225529,0.0880315507195547
"27",7.16389248990205,43.7515828530754,0.00137736626554812,0.0130789868380309
"28",6.76773657013837,43.1234355999727,0.00140854561438745,0.0272365829205361
"29",7.11046462884076,42.5303679304064,0.00140982977614069,0.0162872700005898
"30",6.02865822324375,47.449897251589,0.000995245653446135,0.0600500535629364
"31",7.2869584984687,42.9701929857192,0.00142190698188797,0.00839231268364179
"32",5.21538808515179,44.4269901975533,0.00103456559540835,0.0451470095769128
"33",6.5012859582522,40.1505540753758,0.0018566093060633,0.176998499028454
"34",6.51363211708533,43.461523335085,0.00126680372729246,0.0433804088806496
"35",7.18486842734026,42.6829743718846,0.00144451399303036,0.0129792272167088
"36",6.63483915582117,43.4511041858594,0.00145701445586261,0.159214709386517
"37",4.52353174133196,39.3119100913946,0.00137469070314185,0.193626899033067
"38",6.40375786661374,44.4655881975178,0.00122248659509908,0.0204399607701546
"39",5.71516608490211,44.1951068678518,0.00131646459225001,0.0758081496575157
"40",5.28377037229846,46.6822216654797,0.00106607728117007,0.0344872972112269
"41",4.13353792152401,44.0619825616215,0.00116693840453229,0.0742465932352117
"42",6.13812599026191,42.1621726012732,0.00151863911351318,0.039696567099082
"43",7.7514228985096,41.4242668052174,0.00176326901603471,0.0310085982772858
"44",7.19514672067658,42.3244076455899,0.00150891901020895,0.0147129684516893
"45",8.0833094056904,43.9064004622822,0.00109727266130886,0.0685145485705761
"46",6.2196227230981,44.3784394926466,0.00118678794589566,0.0616933161864506
"47",8.3408200144805,41.5600803287946,0.00150461607934015,0.0621934062413784
"48",2.59789584236492,46.2536941676685,0.001263378033564,0.279930794986194
"49",6.47047444659373,43.2075637160108,0.00142705077609331,0.278409929868983
"50",6.3101479650264,48.2423807917386,0.00166872598901965,0.283231729565411
"51",7.09246319670001,44.9424955578339,0.00125093597428378,0.0198292341796637
"52",7.95752862561734,44.0166887109358,0.00132442129129372,0.0814324774167351
"53",7.46719837182126,40.7260904697789,0.00177039622064903,0.0671597309797832
"54",7.92906290555803,42.4819746581764,0.00156395676444571,0.0300730930132988
"55",7.85706389931275,41.6154840044923,0.0013814406631036,0.137791586071292
"56",4.58401891678855,44.6309840314344,0.00103253090359252,0.0763927466086879
"57",4.98352001289412,41.799026054209,0.00180391277683004,0.102335085170913
"58",6.27641543658114,44.7320966381361,0.00124533994062475,0.0308258142413773
"59",6.999417222048,42.7370966701098,0.00142037764106081,0.0244878179935992
"60",7.52223919752494,43.4073146193373,0.00136579765137429,0.0145015198864357
"61",7.38550410213637,42.0481211178617,0.00155661077812558,0.00301467396916839
"62",5.58087903600231,44.7778700721853,0.00130210912159556,0.0597539528186002
"63",6.37765368201994,42.7940735542717,0.00134292272422535,0.0211443777668402
"64",5.67464495491031,44.2166584970917,0.00118943286001199,0.0464927227992983
"65",10.6136762270416,46.4850205832536,0.00165119694981523,0.100375235076491
"66",5.28544002289507,45.8258212986011,0.00119951114893714,0.134347988903861
"67",4.84218279617389,43.1278003861375,0.0012542199180971,0.0541787596040443
"68",9.32406420098462,39.998411809361,0.00184465027925287,0.0416637844070032
"69",7.28785465950899,42.5712851022032,0.00141732169796414,0.0321303579394918
"70",5.63768805617485,41.1841617720946,0.00165228176511776,0.0608825227288421
"71",6.35817723686834,43.698178413729,0.00131673449917106,0.0156963816739191
"72",7.6138256383588,46.6449403486778,0.00141565404661489,0.173518463777049
"73",3.60625754132351,41.7188319066363,0.00183021280587834,0.674853755837446
"74",7.49772707464395,43.5774386220098,0.00129598355620706,0.0381525909832185
"75",3.7177445561127,41.1478707388196,0.00168321158690712,0.182954722757589
"76",7.34899566952266,42.123905629661,0.00153179883155124,0.0027302469216014
"77",8.124031452267,41.6526244270072,0.0016324730854436,0.0213031961968923
"78",6.71269582559098,44.6632734020607,0.00133183708484763,0.0723675455621343
"79",10.8365360052799,41.3751172566738,0.00153815782675815,0.258680328640044
"80",10.6316336106763,44.3996540660029,0.00165714946810332,0.0992705535295698
"81",6.88931826827101,41.7290055665702,0.00157051601224957,0.0188067834973331
"82",7.77423960298805,40.7329689910633,0.00189496914787628,0.0415143381386962
"83",7.97985515065515,41.915652488981,0.0014495424647543,0.040108896057691
"84",8.46634149393772,40.0076537714272,0.00145035255272125,0.15715359428903
"85",7.03969282934703,41.4289328202961,0.00166801544945546,0.0299423861458643
"86",4.21953009972943,42.2531664655062,0.00191191201051012,0.651572321889477
"87",7.19214968098734,42.3666395291372,0.00150938057217675,0.0128934356828029
"88",7.82445168535951,41.5669980466465,0.00165556580477028,0.00646260283649673
"89",7.18816273428698,43.4027261149636,0.0014007758258894,0.0131687954033149
"90",7.47785584658581,41.9461005364602,0.00156361389627805,7.23326854873099e-05
"91",7.17333530852783,42.2994572115015,0.00146262198825338,0.0103094806353646
"92",11.0914350433243,43.8429800825202,0.00149707386388418,0.102732324728317
"93",4.38106559771249,42.2919964588382,0.00160967596736117,0.334571835292608
"94",5.31665588923624,44.9999290678453,0.00110059311957453,0.0214316733373048
"95",7.77888486516271,41.6840811957708,0.00165894628735189,0.0107873944543098
"96",8.71330968545581,43.5957243441735,0.00129384217557372,0.0630511523912109
"97",3.46947832817235,47.1615710046805,0.00132641309102137,0.412672940965661
"98",7.08103955564765,43.7828514857484,0.00115654786734276,0.135782554737361
"99",6.41736252438554,40.9250454145463,0.00190505448073108,0.112366174254035
"100",7.42012368140269,41.919680251388,0.00155714118116161,0.00148974229450278
"101",5.7953242549041,40.609937101576,0.00151547156926637,0.0495452316835361
"102",7.68568284949592,40.6707783168907,0.00192370660051503,0.0425525407229602
"103",6.90401562425512,43.1333910556241,0.00148395150632226,0.0274403471544985
"104",8.1067661177236,45.3427583392078,0.00124543697914149,0.0277252802498296
"105",5.37364734598371,45.172525635327,0.00125850902410659,0.615438344393718
"106",7.74772832292776,40.935181833743,0.00168526611782694,0.0316428701110918
"107",6.00684133892104,43.9589104076873,0.00120136735036929,0.0455163008202798
"108",3.056749182856,42.6382246179715,0.0011133615384981,0.121364252431318
"109",3.03477927832639,43.4088593260741,0.00157049608593373,0.113821262252627
"110",2.99624475010466,44.6565863065432,0.00112143294920982,0.0917000634522849
"111",7.2436557779583,43.5992527229619,0.00134659115641765,0.0227387595054359
"112",7.89045557689167,41.9704852915789,0.00164311025625038,0.0371423476047224
"113",5.77427333133475,45.6603943415661,0.00117966748098107,0.0510044182772947
"114",7.22484079277127,41.6671570015129,0.00150683673582723,0.0200799989158243
"115",8.13955824657491,40.9977800659651,0.00190814694231636,0.0200176973367257
"116",6.66922872356882,42.4273652593662,0.00145905669102507,0.01126862057773
