"T0","Tm","qd","sigma","tau"
8.42408665267591,38.5093444786773,-0.178613303673179,269.171062983949,0.00371510959950265
10.3337368656051,36.9236985290224,-0.29156790710553,275.146268429756,0.00363443053655403
9.73810700288833,36.5844795474117,-0.276170899849854,251.819043813106,0.00397110554014404
7.59710954021274,38.9915086871868,-0.141982932150407,300.567730358752,0.00332703713338228
5.95622501849105,38.9289660262642,-0.173830539903143,337.948815742018,0.0029590279752996
5.04383780255649,37.7120608793754,-0.161152503590373,227.707089022737,0.0043916067975387
3.61864840794024,38.5321330268657,-0.138890001857351,238.428419962868,0.0041941308848825
6.66393401352225,38.896981094675,-0.134830978233474,392.966272511031,0.00254474765381278
7.63656101867593,38.439415176531,-0.188928580072851,338.136012118098,0.00295738981996019
10.4940691431197,39.2954825538849,-0.227277782113009,545.198599957263,0.00183419399844091
5.67807975213291,38.1055578032137,-0.180455981129115,200.157654683945,0.00499606173732915
8.89915960049503,36.5957508347843,-0.239656303193246,197.111503477998,0.00507327062274486
12.812717553852,37.8877311955589,-0.312543838647495,241.250460960305,0.00414506980015487
10.2758335104377,36.7885648638913,-0.282749727139316,249.498875529941,0.00400803409584905
12.7459303786868,35.5945181033969,-0.388217984389885,265.742126747235,0.0037630465754162
15.0165503795281,36.9690267217775,-0.443077910339944,213.317214904188,0.00468785419146389
12.2912333321581,35.2837678419534,-0.353540664203423,187.516417811039,0.00533286637870665
13.2215394368168,37.1478783590666,-0.33954527696614,165.886206939484,0.00602822873854006
12.2132161399174,38.0837859384341,-0.314045693755538,212.756779459793,0.00470020275047912
14.2087537226868,37.5075865389116,-0.367163357872165,160.454080026231,0.00623231269554827
8.61329769500475,34.6136999753795,-0.311990756176166,394.519578670992,0.00253472844964672
9.99867108016014,35.8499944582756,-0.279187512508788,244.721539869744,0.00408627700092221
11.2161570932193,36.9506311843978,-0.291074860279668,210.205909626174,0.00475724018310607
10.9067465191619,37.3780051028452,-0.274129431567135,284.335754742616,0.00351696887683088
10.735897293368,36.5301203443433,-0.332083718447173,260.542806078669,0.00383814089918897
13.6439409957105,35.8144583452954,-0.455952674822964,456.915127361834,0.00218859026571053
12.5164079305787,35.187356059738,-0.403256471270295,231.788747504284,0.00431427328016222
12.8020751406354,37.7223676931388,-0.295505043855134,279.583118885777,0.00357675386119628
11.1029651252655,34.8366382679829,-0.417619809920961,322.834386729872,0.00309756346010544
13.3908641852987,37.8340078763133,-0.334634850033818,227.205154654037,0.00440130859496867
12.8966371363446,36.8339574584904,-0.381308614678558,183.199095369133,0.00545854223780458
14.7743730264001,36.5605162769774,-0.370658440935691,255.909072965551,0.00390763792940867
13.7600035507607,36.0038649842966,-0.430884932812218,198.185686807091,0.0050457730631848
14.8452111569109,36.4408008300868,-0.422431462862329,355.477744644014,0.00281311563119494
11.4663643274782,35.0914755674761,-0.387840977173346,268.903379882647,0.00371880785000328
11.2692771011569,37.3598862418042,-0.304789266024519,210.518374129961,0.00475017919045235
12.5191253592426,36.8785257843345,-0.323834369702433,355.106467169792,0.00281605685182257
11.4427658348476,37.2157032019261,-0.329557965636022,219.868102223025,0.00454818134094614
13.7411631909829,36.8231906542626,-0.379707516279923,417.378343983736,0.00239590772835825
9.75079437443067,35.8883097259061,-0.281878439993004,199.422621422312,0.00501447625584223
11.5096087135821,36.6255119348145,-0.337608315521653,224.843280850315,0.00444754228909214
13.9376452136522,36.2691971701806,-0.398527473026582,154.779454307127,0.00646080582514337
14.3704807109303,36.1665044444892,-0.388321983472076,266.99108825682,0.00374544336490399
13.9298951550247,34.9979087185751,-0.458931883301155,208.856433136558,0.00478797796640605
13.8174073376805,35.7982432305161,-0.369161646080925,279.798518967796,0.00357400033312934
13.8242046363927,34.5725178399126,-0.47541017131934,272.296803164524,0.00367246324003221
14.1668552968519,37.5367230970854,-0.331650020687749,231.125210274091,0.00432665912478392
12.3274664694124,37.1776299577913,-0.303509112530655,150.774464922442,0.00663242280789653
9.40298232163144,37.145622930382,-0.2451649484836,315.690106297349,0.00316766341438049
6.10009902701982,38.4999171742699,-0.173208314286739,236.928243569738,0.00422068717909377
