"T0","Tm","qd","sigma","n.qd","tau"
13.5052604615817,38.137956845708,-0.00606525217787201,0.011594568256004,-0.00606525217787201,86.2472821687144
13.823672784461,38.2067410344054,-0.00602931835184457,0.0135131901100683,-0.00602931835184457,74.0017709996495
13.6961862802528,38.3001918314663,-0.00596806093108981,0.0109092757986953,-0.00596806093108981,91.6651131067378
14.5125519639406,38.2886379383508,-0.00639046430970811,0.011436598509842,-0.00639046430970811,87.4385857944934
13.5147905870785,37.7975234834038,-0.00608969785699284,0.0119161438713313,-0.00608969785699284,83.919765554851
13.2987176085229,38.5462481570358,-0.00574085227684107,0.00880063626228825,-0.00574085227684107,113.628148033469
14.3980981727212,38.1761577821058,-0.0065773109155009,0.00910382303564816,-0.0065773109155009,109.843962924616
13.7497463966171,38.1926673248619,-0.00635706440104958,0.0111764505844145,-0.00635706440104958,89.4738443522036
14.036068473954,37.9525098957915,-0.00651154801854952,0.00862665264299298,-0.00651154801854952,115.919817498651
14.117845881023,38.0132662859212,-0.00642210952029278,0.0112492552607403,-0.00642210952029278,88.8947736380368
14.1420468229912,38.5403073164051,-0.00622915434437755,0.00951332286509816,-0.00622915434437755,105.115742856656
14.3876326976319,38.4960362099859,-0.0066504395952066,0.0135438105299168,-0.0066504395952066,73.8344646649557
13.9283596424544,37.7929556869859,-0.00639578467933506,0.00694736792037142,-0.00639578467933506,143.939404312783
13.5982649419452,37.8543303016928,-0.00644590405275626,0.00916637515961903,-0.00644590405275626,109.094378376017
13.8846116706999,37.5931998407419,-0.00649094073775765,0.00880787880907128,-0.00649094073775765,113.534713825773
13.7867758272997,39.3725612539983,-0.00536341221659815,0.0131217583881557,-0.00536341221659815,76.2092983591777
14.2284620537401,38.6857457421065,-0.00604751517325766,0.00916523024903662,-0.00604751517325766,109.108006326967
13.6455418757411,38.6484800193972,-0.00572294868481549,0.00696796114012088,-0.00572294868481549,143.514003578764
14.0284930435886,38.0946471756369,-0.00632418067543498,0.00933440396216021,-0.00632418067543498,107.130568170587
13.7043309016355,38.717169135594,-0.00572281417702105,0.00968028183821098,-0.00572281417702105,103.302777410127
13.2235615082368,38.2865816154247,-0.00568749255051562,0.0101085074076615,-0.00568749255051562,98.9265733971832
13.0596416010366,39.0426518887327,-0.00538250227310393,0.00881342291695001,-0.00538250227310393,113.463294502389
13.1284892333748,38.7517724889318,-0.00523208558194259,0.0109679564036971,-0.00523208558194259,91.1746877169314
13.0642182393246,38.5704071213838,-0.00550489314964048,0.0128279867966758,-0.00550489314964048,77.9545548222062
13.8765997694353,38.6692976980075,-0.00617595109040984,0.0124203646116293,-0.00617595109040984,80.512934303369
13.2995170196149,37.8939425810748,-0.00600530291765849,0.00957369053653561,-0.00600530291765849,104.452927132306
13.7675751782061,38.3998472509969,-0.00589488943742012,0.00784265064980795,-0.00589488943742012,127.507910864867
13.3336281794495,38.5660667393664,-0.00586605217511558,0.00839621638739229,-0.00586605217511558,119.101265839408
13.2788480077526,38.7088148013955,-0.00555076387036802,0.00974853467500486,-0.00555076387036802,102.579519213692
12.955755713746,38.4108401071715,-0.00583614447176688,0.00982540123731153,-0.00583614447176688,101.777014072722
12.9158612269398,38.3388780929831,-0.00580271968961011,0.00821668329701389,-0.00580271968961011,121.70360763003
13.2132157844892,38.7535871315716,-0.00565934119142157,0.0117234737799305,-0.00565934119142157,85.2989496775184
12.847533690573,37.9172096728194,-0.00578676851278281,0.0156557400659805,-0.00578676851278281,63.8743359167654
13.1081071976344,37.6666490688055,-0.0062875362995847,0.0099399860653878,-0.0062875362995847,100.603762764026
13.541182997,37.8617501614833,-0.00645575676847096,0.0140376766218732,-0.00645575676847096,71.2368596981228
