"T0","Tm","c","sigma","tau"
16.4195567216513,40.0417512589641,0.000277578350507535,0.00186619408123468,535.849947256502
15.1480366488443,40.0432452072457,0.000244080591873066,0.000603070928255474,1658.179748264
16.07680491592,40.0683834243266,0.00026312883921198,0.00098814831755872,1011.99382949977
13.7792343405326,40.0175488898371,0.000202610127429947,0.000733233971763997,1363.82115192266
15.3305848059248,40.0238227528933,0.000226518348218301,0.000853738092719208,1171.31941110293
14.9250079980511,40.0634315393458,0.000231634998631746,0.00149908611832504,667.073083911497
14.9406354346913,40.0018509370671,0.000229079747938221,0.00094046076498116,1063.30857940685
14.7841911965323,40.0054949370748,0.000223914260008835,0.00056132420853959,1781.50164341161
15.7253179413203,40.0120417203021,0.000243470258402664,0.000735572928078117,1359.48450769221
14.5930773108658,40.0143346580294,0.000227508711913074,0.000791849978683278,1262.86547568372
13.9936003321196,40.0228789259865,0.000211254900536951,0.000663629625960584,1506.8646137558
14.8781569888161,40.003192527864,0.000224368491083116,0.000812893790740018,1230.17300832087
15.4530495858182,40.0074486510699,0.000233088537841726,0.000992880666934182,1007.17038139921
15.5721509353071,40.0917488251415,0.000235909300368485,0.00126393508641935,791.179872087367
15.5892598680533,40.0794208450982,0.000238481266010935,0.000679927009217567,1470.74610427781
15.458488329349,40.0083619602087,0.000234801226243536,0.00138881101895737,720.040370035898
14.3393743471438,40.0073156146762,0.000213651946184013,0.00244608809140717,408.816020777374
13.5432629031004,40.0341477546502,0.000186034591790317,0.00121721960176723,821.544443211513
12.3465251256376,40.0142205910834,0.000190350214095051,0.000927611060516782,1078.03802969198
14.9758319127351,40.067577140603,0.000213454603315339,0.00237014553117941,421.915020341552
13.2782449620856,40.1504364945345,0.000204640024864133,0.00129569142503814,771.78869958992
13.0884114123808,40.0455690036162,0.000192195535095779,0.0017111656985361,584.396941135216
15.7160192380156,40.0632561709024,0.000237197034904642,0.00090865859421145,1100.52334988128
15.3126861571164,40.0419162561593,0.000213646949490418,0.00285545216653277,350.207232227689
16.3815298990977,40.0455315118342,0.000237858401114011,0.000796537233302242,1255.43409421585
16.0930342088942,40.0052910222609,0.000253679502836716,0.00084236347247579,1187.13599612873
15.6892262073138,40.0043661041027,0.000255598553066139,0.00124998441055768,800.009977367515
15.5170281190385,40.0570075862744,0.000243646479220176,0.00135333745557955,738.91400542946
16.4996455359707,40.0228373297066,0.000269931940920588,0.0028172972369542,354.950122721558
16.0028138542643,40.0021493962257,0.000259542759780315,0.00146507159596217,682.560499265745
15.3249672800451,40.0148590457336,0.000253114301891986,0.00159083720229013,628.599833195014
13.1998672321427,40.0121270239505,0.000182360745939716,0.00189274703450428,528.332620139017
15.3527451797839,40.1719975998292,0.000249365273663426,0.00256749924390824,389.484048485172
16.3890380243755,40.119848317244,0.000249486034707569,0.00155030512433466,645.034312473919
14.170993796952,40.0232287982698,0.000213136370878097,0.00176353750852872,567.042093045288
13.6995799850369,40.0063946617112,0.000201698251544084,0.00127233309382197,785.957706245062
12.8499076049133,40.0603613883275,0.000198411021626736,0.00189857639295889,526.710436150279
12.7152876936084,40.0997639764853,0.00020628202318168,0.00106431792687509,939.568877634209
13.4840141570988,40.084569200037,0.000184099572621394,0.00134918927503862,741.185850273953
15.2902625652688,40.0371913984028,0.00022320247252293,0.00137495029679705,727.299017520488
13.1953255071868,40.0114849982474,0.000196049179522352,0.000967595450253422,1033.4897706868
14.5401863840648,40.0195545937011,0.000216331794819621,0.00110594629540345,904.203037847507
8.80960558097181,40.0277294575918,0.00014557455947401,0.00140425402022591,712.121870827278
10.090311688857,40.0209068472156,0.000152729335405049,0.00204735258444517,488.435654707223
14.1785340911362,40.3512637248937,0.000164124340452696,0.00395395738721967,252.911172799254
10.0168213678578,40.2452744220226,0.000117037994563175,0.00203673530764686,490.981815970652
8.65547882817621,40.4668368194475,0.000113029525599226,0.00359437255972254,278.212673668195
8.89603254864034,40.2105166276199,0.000134402250629492,0.00159735117851322,626.036411686738
8.08134712798253,40.0471285386476,0.000124569853306177,0.00147519363887648,677.877109585159
9.9102930360428,40.0690445895821,0.000146877153835544,0.00116245057289398,860.251629891199
10.553984170222,40.0186926356916,0.000166376167644843,0.00166477534982631,600.681647589467
8.57961206745756,40.0081187139737,0.000166602286006166,0.00228544719132684,437.551129509774
7.39708748668795,40.3504600759732,0.000130666466570862,0.00647909048976841,154.342650651225
5.52744154009986,40.007393083925,0.000133793008778662,0.00250331030930718,399.471050904897
7.40112878667347,40.0011558004382,0.000135206397108931,0.00111459089310935,897.19017639766
6.76166903164414,40.0001105742289,0.00011132469339106,0.00246968405453398,404.91009291822
10.0383832141401,40.0206542605842,0.000155139812675344,0.00143484597968866,696.938914807415
10.7407081677441,40.1986970292256,0.000156992073004495,0.00178667142244485,559.700002718809
11.2724909747898,40.0122719752524,0.000161943553574037,0.00124929443031972,800.451819627566
10.762075058538,40.0146874275516,0.000162457865325967,0.00306910658002673,325.827720193181
8.72647661340585,40.2558651781971,0.000152916541242578,0.00443451570834055,225.503767664905
10.7848339386285,40.0169895105547,0.000163097318166612,0.0020923481516587,477.931934610048
10.4013985129865,40.1523917539363,0.000128957859780652,0.00189414132608252,527.943710551002
12.0045091024732,40.1786529879219,0.000159306579598365,0.00172287293085645,580.425858512325
13.0956654336658,40.150203095307,0.00018650009414095,0.00119359772455497,837.803205743249
13.419676983369,40.0366567436063,0.000207827454637204,0.00281596113230647,355.118537868784
15.0333260107584,40.1029965775298,0.000232893764921678,0.0024093691935282,415.046395830949
14.764920313223,40.0039796371566,0.000212482049551685,0.000963833501778702,1037.52359526262
14.6743032232424,40.0913816757786,0.000215810479956952,0.00175662338570173,569.273987890423
13.4955954868081,40.129646257279,0.000192367577859634,0.00119918533036607,833.899460473499
15.1819018184728,40.0076494994293,0.000230362463955929,0.000818160309220842,1222.25435373702
15.6434014252313,40.0377059711144,0.000235812276976525,0.00105127876101309,951.222489300862
13.7632310741931,40.0096419567639,0.00020702872355721,0.00118111878359999,846.654895244367
13.968258485525,40.0007949785119,0.000215560062672626,0.000952275135523529,1050.11667604892
15.639194439494,40.0839706473121,0.000230975142355363,0.000958632105757706,1043.15304483736
15.7276523671803,40.0248361597479,0.000256822550464392,0.000816872952594227,1224.18057400995
